theory,global_attribute_on_unnamed_lemma,use_apply,use_by,counter_example_finder,bad_style_command,lemma_transforming_attribute,auto_structural_composition,force_failure,low_level_apply_chain,unfinished_proof,global_attribute_changes,complex_isar_initial_method,diagnostic_command,simplifier_isar_initial_method,short_name,implicit_rule,unrestricted_auto,use_isar,proof_finder,smt_oracle,axiomatization_with_where,complex_method,apply_isar_switch,tactic_proofs,axiomatization_with_where
Design_Theory.Design_Theory_Root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design_Theory.Designs_And_Graphs,0,72,3,0,0,0,0,27,0,0,0,0,0,3,0,0,6,14,0,0,0,0,0,0,0
Design_Theory.Group_Divisible_Designs,0,311,1,0,0,0,0,95,0,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,0
Design_Theory.Multisets_Extras,0,198,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Design_Theory.Resolvable_Designs,0,56,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design_Theory.Sub_Designs,0,37,1,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Dict_Construction.Dict_Construction,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Dict_Construction.Impossibility,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2
Dict_Construction.Introduction,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dict_Construction.Termination,0,4,1,0,0,0,0,2,0,0,0,0,5,0,2,0,0,14,0,0,0,0,0,0,0
Dict_Construction.Test_Dict_Construction,0,8,0,0,0,0,0,2,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0
Dict_Construction.Test_Lazy_Case,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Dict_Construction.Test_Side_Conditions,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2,0,0,0,0,0,0,0
Differential_Dynamic_Logic.Axioms,0,28,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,24,0,0,0,0,1,0,0
Differential_Dynamic_Logic.Bound_Effect,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
Differential_Dynamic_Logic.Coincidence,0,322,0,0,0,0,0,7,0,0,0,0,0,10,0,0,38,106,0,0,0,0,3,0,0
Differential_Dynamic_Logic.Denotational_Semantics,0,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0
Differential_Dynamic_Logic.Differential_Axioms,0,459,1,0,0,0,0,56,0,0,0,0,0,1,0,0,73,332,0,0,0,0,11,0,0
Differential_Dynamic_Logic.Differential_Dynamic_Logic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Dynamic_Logic.Frechet_Correctness,0,96,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,51,0,0,0,0,2,0,0
Differential_Dynamic_Logic.Ids,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Dynamic_Logic.Lib,0,115,0,0,0,0,0,21,0,0,0,0,0,2,0,0,7,23,0,0,0,0,3,0,0
Differential_Dynamic_Logic.Pretty_Printer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Dynamic_Logic.Proof_Checker,0,282,2,0,0,0,0,57,0,0,0,0,0,0,0,0,20,193,0,0,0,0,11,0,0
Differential_Dynamic_Logic.Static_Semantics,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Dynamic_Logic.Syntax,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Differential_Dynamic_Logic.USubst,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Dynamic_Logic.USubst_Lemma,0,926,0,0,0,0,0,44,0,0,0,0,0,2,0,0,101,370,0,0,0,0,9,0,0
Differential_Dynamic_Logic.Uniform_Renaming,0,265,1,0,0,0,0,12,0,0,0,0,0,1,0,0,19,102,0,0,0,0,4,0,0
Differential_Game_Logic.Axioms,0,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Coincidence,0,200,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Denotational_Semantics,1,81,5,0,0,0,0,26,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0
Differential_Game_Logic.Differential_Game_Logic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Identifiers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Ids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Lib,0,21,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Static_Semantics,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.Syntax,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differential_Game_Logic.USubst,0,456,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digit_Expansions.Binary_Operations,0,95,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Digit_Expansions.Bits_Digits,0,203,0,0,0,0,0,50,0,0,0,0,0,0,0,0,13,24,0,0,0,0,2,0,0
Digit_Expansions.Carries,0,73,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.Dijkstra,0,98,0,0,0,0,0,22,0,0,0,0,1,1,0,1,2,45,0,0,0,0,4,2,0
Dijkstra_Shortest_Path.Dijkstra_Impl,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.Dijkstra_Impl_Adet,0,37,2,0,0,0,0,17,0,0,0,0,6,0,0,1,0,22,0,0,0,0,0,1,0
Dijkstra_Shortest_Path.Dijkstra_Misc,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.Graph,0,45,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.GraphByMap,0,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,66,0,0,0,0,0,3,0
Dijkstra_Shortest_Path.GraphGA,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0
Dijkstra_Shortest_Path.GraphSpec,0,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.HashGraphImpl,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.Introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.Test,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dijkstra_Shortest_Path.Weight,3,19,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,8,0
Diophantine_Eqns_Lin_Hom.Algorithm,0,150,0,0,0,0,0,27,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,7,0
Diophantine_Eqns_Lin_Hom.Linear_Diophantine_Equations,0,237,0,0,0,0,0,34,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Diophantine_Eqns_Lin_Hom.List_Vector,0,109,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Diophantine_Eqns_Lin_Hom.Minimize_Wrt,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diophantine_Eqns_Lin_Hom.Simple_Algorithm,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diophantine_Eqns_Lin_Hom.Sorted_Wrt,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_L.Dirichlet_Characters,0,112,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_L.Dirichlet_L_Functions,0,266,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_L.Dirichlet_Theorem,0,85,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_L.Multiplicative_Characters,0,426,0,0,0,0,0,118,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Arithmetic_Summatory,0,53,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Arithmetic_Summatory_Asymptotics,0,214,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Dirichlet_Efficient_Code,0,44,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Dirichlet_Misc,0,41,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Dirichlet_Product,0,121,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Dirichlet_Series,0,390,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dirichlet_Series.Dirichlet_Series_Analysis,0,741,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Divisor_Count,0,62,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Euler_Products,0,56,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Liouville_Lambda,0,30,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Moebius_Mu,0,122,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.More_Totient,0,31,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Multiplicative_Function,0,68,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirichlet_Series.Partial_Summation,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.CRR_Model,0,813,0,0,0,0,0,537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Disc_Cond_Expect,0,324,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Fair_Price,0,769,0,0,0,0,0,451,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Filtration,0,130,0,0,0,0,0,72,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Generated_Subalgebra,0,70,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Geometric_Random_Walk,0,50,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Infinite_Coin_Toss_Space,0,1214,0,0,0,0,0,645,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Martingale,0,30,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiscretePricing.Option_Price_Examples,0,132,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discrete_Summation.Discrete_Summation,0,28,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discrete_Summation.Examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discrete_Summation.Factorials,0,83,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discrete_Summation.Summation_Conversion,0,24,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiskPaxos.DiskPaxos,0,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DiskPaxos.DiskPaxos_Chosen,0,125,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
DiskPaxos.DiskPaxos_Inv1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DiskPaxos.DiskPaxos_Inv2,0,188,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0
DiskPaxos.DiskPaxos_Inv3,0,64,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
DiskPaxos.DiskPaxos_Inv4,0,275,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0
DiskPaxos.DiskPaxos_Inv5,0,193,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0
DiskPaxos.DiskPaxos_Inv6,0,124,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0
DiskPaxos.DiskPaxos_Invariant,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiskPaxos.DiskPaxos_Model,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2
Dominance_CHK.Cfg,0,216,1,0,0,0,0,36,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,2,0
Dominance_CHK.Dom_Kildall,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominance_CHK.Dom_Kildall_Correct,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominance_CHK.Dom_Kildall_Property,0,670,2,0,0,1,0,77,0,0,0,0,0,8,0,0,3,159,0,0,0,0,2,7,0
Dominance_CHK.Dom_Semi_List,0,49,3,0,0,0,0,6,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0
Dominance_CHK.Sorted_Less2,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Dominance_CHK.Sorted_List_Operations2,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DynamicArchitectures.Configuration_Traces,0,494,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DynamicArchitectures.Dynamic_Architecture_Calculus,0,648,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic_Tables.Tables_nat,0,185,0,0,0,0,0,127,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Dynamic_Tables.Tables_real,0,137,0,0,0,0,0,101,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
E_Transcendental.E_Transcendental,0,191,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Cayley_Hamilton_Compatible,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0
Echelon_Form.Code_Cayley_Hamilton,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Code_Cayley_Hamilton_IArrays,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Echelon_Form,0,582,0,0,0,0,0,126,0,0,0,1,0,24,0,0,1,3,0,0,0,1,1,0,0
Echelon_Form.Echelon_Form_Det,0,33,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0
Echelon_Form.Echelon_Form_Det_IArrays,0,33,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0
Echelon_Form.Echelon_Form_IArrays,0,48,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0
Echelon_Form.Echelon_Form_Inverse,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Echelon_Form_Inverse_IArrays,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Examples_Echelon_Form_Abstract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Examples_Echelon_Form_IArrays,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon_Form.Rings2,0,187,0,0,0,0,0,50,0,0,0,0,0,20,0,2,2,9,0,0,0,0,0,0,0
EdmondsKarp_Maxflow.Augmenting_Path_BFS,0,35,3,0,0,0,5,10,0,0,0,0,1,0,0,0,3,105,0,0,0,0,1,0,0
EdmondsKarp_Maxflow.Edka_Benchmark_Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EdmondsKarp_Maxflow.Edka_Checked_Impl,0,20,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0
EdmondsKarp_Maxflow.EdmondsKarp_Algo,0,13,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0
EdmondsKarp_Maxflow.EdmondsKarp_Impl,1,59,1,0,0,0,6,39,0,0,0,0,2,1,0,6,0,125,0,0,0,0,0,1,0
EdmondsKarp_Maxflow.EdmondsKarp_Termination_Abstract,0,81,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
EdmondsKarp_Maxflow.FordFulkerson_Algo,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Efficient-Mergesort.Efficient_Sort,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficient-Mergesort.Mergesort_Complexity,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficient-Mergesort.Natural_Mergesort,0,26,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisbach.Base,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisbach.Manual,0,27,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Eisbach.Preface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliptic_Curves_Group_Law.Elliptic_Axclass,0,297,0,0,0,0,0,321,0,0,0,0,0,0,0,0,3,338,0,0,0,0,0,3,0
Elliptic_Curves_Group_Law.Elliptic_Locale,0,324,0,0,0,0,0,328,0,0,0,0,0,0,0,0,4,367,0,0,0,0,0,5,0
Elliptic_Curves_Group_Law.Elliptic_Test,0,30,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.CombinedCriteria,0,493,0,0,0,0,0,161,0,0,0,0,0,20,0,0,0,29,0,0,0,0,0,0,0
Encodability_Process_Calculi.DivergenceReflection,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.Encodings,0,62,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.FullAbstraction,0,357,0,0,0,0,0,176,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.OperationalCorrespondence,0,609,0,0,0,0,0,259,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.ProcessCalculi,0,34,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.Relations,0,67,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Encodability_Process_Calculi.SimulationRelations,0,284,0,0,0,0,0,40,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
Encodability_Process_Calculi.SourceTargetRelation,0,881,0,0,0,0,0,387,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0
Encodability_Process_Calculi.SuccessSensitiveness,0,24,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Epistemic_Logic.Epistemic_Logic,0,293,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equivalence_Relation_Enumeration.Equivalence_Relation_Enumeration,0,137,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ergodic_Theory.Asymptotic_Density,0,231,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Ergodic_Theory.Ergodicity,0,153,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Ergodic_Theory.Fekete,0,147,0,0,0,0,0,45,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0
Ergodic_Theory.Gouezel_Karlsson,0,654,0,0,0,0,0,134,0,0,0,0,0,4,0,0,11,99,0,0,0,0,2,0,0
Ergodic_Theory.Invariants,0,675,0,0,0,0,0,191,0,0,0,0,0,0,0,0,8,44,0,0,0,0,0,0,0
Ergodic_Theory.Kingman,0,631,0,0,0,0,0,146,0,0,0,0,0,6,0,0,4,97,0,0,0,0,0,0,0
Ergodic_Theory.Kohlberg_Neyman_Karlsson,0,66,0,0,0,0,0,12,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0
Ergodic_Theory.ME_Library_Complement,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ergodic_Theory.Measure_Preserving_Transformations,0,395,1,0,0,0,0,119,0,0,0,0,0,5,0,0,7,31,0,0,0,0,0,0,0
Ergodic_Theory.Normalizing_Sequences,0,451,0,0,0,0,0,76,0,0,0,0,0,2,0,0,10,123,0,0,0,0,0,0,0
Ergodic_Theory.Recurrence,0,776,0,0,0,0,0,291,0,0,0,0,0,8,0,0,5,27,0,0,0,0,0,0,0
Ergodic_Theory.SG_Library_Complement,0,313,1,0,0,0,0,56,0,0,0,0,0,4,0,0,6,70,0,0,0,0,0,0,0
Ergodic_Theory.Shift_Operator,0,50,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ergodic_Theory.Transfer_Operator,0,211,0,0,0,0,0,74,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0
Error_Function.Error_Function,0,143,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Error_Function.Error_Function_Asymptotics,0,42,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euler_MacLaurin.Euler_MacLaurin,0,309,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euler_MacLaurin.Euler_MacLaurin_Landau,0,28,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euler_Partition.Euler_Partition,0,117,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eval_FO.Ailamazyan,0,976,0,0,0,0,0,13,0,0,0,0,0,0,1,0,45,211,0,0,0,0,0,0,0
Eval_FO.Ailamazyan_Code,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
Eval_FO.Cluster,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eval_FO.Eval_FO,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eval_FO.FO,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eval_FO.Infinite,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eval_FO.Mapping_Code,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Example-Submission.Submission,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Code_Generation,0,20,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,20,0
Extended_Finite_State_Machine_Inference.Code_Target_FSet,0,33,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Code_Target_List,0,17,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Code_Target_Set,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Distinguishing_Guards,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Drinks_Subsumption,0,14,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,6,0
Extended_Finite_State_Machine_Inference.EFSM_Dot,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Group_By,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Increment_Reset,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Inference,0,20,5,0,0,0,0,24,0,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0
Extended_Finite_State_Machine_Inference.Least_Upper_Bound,0,69,7,0,0,0,0,145,0,0,0,0,0,0,0,0,0,298,0,0,0,0,2,57,0
Extended_Finite_State_Machine_Inference.PTA_Generalisation,0,8,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Same_Register,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.SelectionStrategies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extended_Finite_State_Machine_Inference.Store_Reuse,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
