theory,global_attribute_on_unnamed_lemma,use_apply,use_by,counter_example_finder,bad_style_command,lemma_transforming_attribute,auto_structural_composition,force_failure,low_level_apply_chain,unfinished_proof,global_attribute_changes,complex_isar_initial_method,diagnostic_command,simplifier_isar_initial_method,short_name,implicit_rule,unrestricted_auto,use_isar,proof_finder,smt_oracle,axiomatization_with_where,complex_method,apply_isar_switch,tactic_proofs,axiomatization_with_where
HOL-Library.Liminf_Limsup,0,124,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,16,0,0,0,0,1,0,0
HOL-Library.Linear_Temporal_Logic_on_Streams,0,192,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HOL-Library.ListVector,0,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,8,0
HOL-Library.List_Lenlexorder,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.List_Lexorder,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Log_Nat,0,69,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Lub_Glb,0,53,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HOL-Library.Mapping,0,192,0,0,0,0,0,74,0,0,0,0,0,0,0,3,1,12,0,0,0,0,0,1,0
HOL-Library.Monad_Syntax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.More_List,0,88,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Multiset,0,846,3,0,0,0,0,284,0,0,0,0,0,0,1,2,4,67,0,0,0,2,0,7,0
HOL-Library.Multiset_Order,0,93,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.NList,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Nat_Bijection,0,80,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Nonpos_Ints,0,78,1,0,0,0,0,21,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,3,0
HOL-Library.Numeral_Type,0,78,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0
HOL-Library.Old_Datatype,0,62,10,0,0,0,0,30,0,0,0,0,0,0,0,0,2,42,0,0,0,0,0,3,0
HOL-Library.Old_Recdef,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
HOL-Library.Omega_Words_Fun,0,189,0,0,0,0,0,84,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0
HOL-Library.Open_State_Syntax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Option_ord,0,92,0,0,0,0,0,39,0,0,0,0,1,0,0,0,2,15,0,0,0,3,0,0,0
HOL-Library.OptionalSugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Order_Continuity,0,76,2,0,0,0,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
HOL-Library.Parallel,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Pattern_Aliases,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Periodic_Fun,0,28,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Phantom_Type,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Poly_Mapping,0,331,0,0,0,0,0,164,0,0,0,0,0,0,0,6,6,60,0,0,0,0,0,0,0
HOL-Library.Power_By_Squaring,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Predicate_Compile_Alternative_Defs,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,6,0
HOL-Library.Predicate_Compile_Quickcheck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Prefix_Order,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Preorder,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Product_Lexorder,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Product_Order,0,65,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Product_Plus,0,25,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Quadratic_Discriminant,0,34,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Quotient_List,0,33,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
HOL-Library.Quotient_Option,0,9,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HOL-Library.Quotient_Product,0,13,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HOL-Library.Quotient_Set,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Quotient_Sum,0,10,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
HOL-Library.Quotient_Syntax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Quotient_Type,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.RBT,0,47,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.RBT_Impl,1,590,1,0,0,0,0,189,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0
HOL-Library.RBT_Mapping,0,21,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
HOL-Library.RBT_Set,1,140,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0
HOL-Library.README,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Ramsey,0,228,2,0,0,0,0,36,0,0,0,0,0,4,0,0,3,19,0,0,0,0,0,2,0
HOL-Library.Realizers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Reflection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Refute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Rewrite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HOL-Library.Rounded_Division,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Saturated,0,38,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Set_Algebras,0,65,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Set_Idioms,0,117,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0
HOL-Library.Signed_Division,0,29,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0
HOL-Library.Simps_Case_Conv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Sorting_Algorithms,0,128,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.State_Monad,0,41,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
HOL-Library.Stream,0,128,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Sublist,0,357,0,0,0,0,0,63,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,0
HOL-Library.Subseq_Order,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Sum_of_Squares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Transitive_Closure_Table,0,52,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Tree,0,94,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
HOL-Library.Tree_Multiset,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Tree_Real,0,27,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HOL-Library.Type_Length,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Library.Uprod,0,52,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
HOL-Library.While_Combinator,0,77,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
HOL-Library.Word,7,795,2,0,0,0,0,476,0,0,0,0,0,0,0,31,10,52,0,0,0,0,0,1,0
HOL-Library.Z2,0,21,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0
HOL-Matrix_LP.ComputeFloat,0,58,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HOL-Matrix_LP.ComputeHOL,0,42,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
HOL-Matrix_LP.ComputeNumeral,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Matrix_LP.Compute_Oracle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Matrix_LP.Cplex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HOL-Matrix_LP.LP,0,38,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0
HOL-Matrix_LP.Matrix,0,222,12,0,0,0,0,302,0,0,0,0,0,3,0,0,39,472,0,0,0,2,11,24,0
HOL-Matrix_LP.SparseMatrix,0,46,24,0,0,16,0,136,0,0,0,0,0,0,0,1,24,467,0,0,0,1,0,27,0
HOL-Metis_Examples.Abstraction,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HOL-Metis_Examples.Big_O,0,111,9,0,5,0,0,27,0,0,1,0,0,0,0,0,20,226,0,0,0,0,7,26,0
HOL-Metis_Examples.Binary_Tree,0,36,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,40,0,0,0,0,2,1,0
HOL-Metis_Examples.Clausification,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
HOL-Metis_Examples.Message,0,90,24,0,0,0,0,4,0,0,0,0,0,0,0,0,6,116,0,0,0,0,0,1,0
HOL-Metis_Examples.Proxies,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0
HOL-Metis_Examples.Sets,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
HOL-Metis_Examples.Tarski,0,69,19,0,0,0,0,107,0,0,2,0,0,0,0,0,1,287,0,0,0,0,1,15,0
HOL-Metis_Examples.Trans_Closure,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HOL-Metis_Examples.Type_Encodings,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Abstract_BV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Altern,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
HOL-MicroJava.AuxLemmas,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0
HOL-MicroJava.BVExample,5,29,2,0,0,0,0,79,0,0,0,0,1,0,0,0,5,126,0,0,0,0,0,1,0
HOL-MicroJava.BVNoTypeError,0,57,2,0,0,0,0,34,0,0,0,0,0,0,0,3,8,84,0,0,0,1,0,7,0
HOL-MicroJava.BVSpec,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0
HOL-MicroJava.BVSpecTypeSafe,0,156,12,0,0,2,0,77,0,0,0,0,0,0,0,0,3,130,0,0,0,0,0,3,0
HOL-MicroJava.Conform,0,7,27,0,0,1,0,12,0,0,0,0,0,0,0,0,2,105,0,0,0,0,0,7,0
HOL-MicroJava.CorrComp,0,20,4,0,0,0,0,182,0,0,1,0,0,0,0,0,4,577,0,0,0,2,0,59,0
HOL-MicroJava.CorrCompTp,0,64,6,0,0,6,0,601,0,0,0,0,0,0,0,0,0,1254,0,0,0,0,0,72,0
HOL-MicroJava.Correct,0,23,6,0,0,2,0,30,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
HOL-MicroJava.Decl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HOL-MicroJava.DefsComp,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Effect,0,42,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
HOL-MicroJava.EffectMono,0,87,0,0,0,2,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Err,0,22,4,0,0,4,0,46,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,9,0
HOL-MicroJava.Eval,0,6,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
HOL-MicroJava.Example,1,1,22,0,0,0,0,38,0,0,0,0,0,0,2,0,5,147,0,0,6,0,0,1,6
HOL-MicroJava.Exceptions,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
HOL-MicroJava.Index,0,2,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,4,0
HOL-MicroJava.JBasis,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.JListExample,0,5,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,4
HOL-MicroJava.JType,0,28,0,0,0,0,0,23,0,0,0,0,0,0,0,0,6,72,0,0,0,0,0,13,0
HOL-MicroJava.JTypeSafe,0,0,0,0,0,0,0,31,0,0,2,0,0,0,0,0,2,220,0,0,0,0,0,11,0
HOL-MicroJava.JVM,0,37,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0,0,0
HOL-MicroJava.JVMDefensive,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
HOL-MicroJava.JVMExceptions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.JVMExec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.JVMExecInstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.JVMInstructions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.JVMListExample,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,8
HOL-MicroJava.JVMState,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.JVMType,1,68,2,0,0,2,0,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0
HOL-MicroJava.Kildall,0,14,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,249,0,0,0,1,0,6,0
HOL-MicroJava.LBVComplete,0,104,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.LBVCorrect,0,53,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.LBVJVM,0,54,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
HOL-MicroJava.LBVSpec,0,70,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.LemmasComp,0,25,3,0,0,1,0,83,0,0,0,0,0,0,0,0,1,159,0,0,0,0,0,9,0
HOL-MicroJava.Listn,0,18,21,0,0,9,0,80,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,6,0
HOL-MicroJava.MicroJava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Opt,0,28,9,0,0,2,0,25,0,0,0,0,0,1,0,0,0,36,0,0,0,2,0,3,0
HOL-MicroJava.Product,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,2,0
HOL-MicroJava.Semilat,0,27,2,0,0,1,0,26,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,4,0
HOL-MicroJava.SemilatAlg,0,32,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HOL-MicroJava.Semilattices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.State,0,4,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1,0
HOL-MicroJava.SystemClasses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.TranslComp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.TranslCompTp,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOL-MicroJava.Type,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.TypeInf,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0
HOL-MicroJava.TypeRel,0,24,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2,0
HOL-MicroJava.Typing_Framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.Typing_Framework_JVM,1,12,2,0,0,0,0,29,0,0,0,0,0,0,0,0,1,147,0,0,0,0,0,15,0
HOL-MicroJava.Typing_Framework_err,0,23,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,6,0
HOL-MicroJava.Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-MicroJava.WellForm,0,11,12,0,0,0,0,52,0,0,0,0,0,0,0,0,7,370,0,0,0,1,0,6,0
HOL-MicroJava.WellType,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,2,0
HOL-Mutabelle.MutabelleExtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-NanoJava.AxSem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,6,3,0,0,6
HOL-NanoJava.Decl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HOL-NanoJava.Equivalence,0,11,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,159,0,0,0,1,0,8,0
HOL-NanoJava.Example,0,9,6,0,0,7,0,4,0,0,0,0,0,0,0,6,3,69,0,0,10,0,0,10,10
HOL-NanoJava.OpSem,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
HOL-NanoJava.State,0,21,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
HOL-NanoJava.Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-NanoJava.TypeRel,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0
HOL-Nitpick_Examples.Core_Nits,0,102,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Datatype_Nits,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Hotel_Nits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Induct_Nits,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Integer_Nits,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Manual_Nits,0,5,0,1,0,0,0,0,0,10,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Mini_Nits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Mono_Nits,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Nitpick_Examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Pattern_Nits,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Record_Nits,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Refute_Nits,0,2,0,0,0,0,0,36,0,1,0,0,0,0,0,0,1,50,0,0,0,0,0,1,0
HOL-Nitpick_Examples.Special_Nits,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Tests_Nits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nitpick_Examples.Typedef_Nits,0,24,0,0,0,0,0,6,0,4,0,0,0,0,3,0,0,6,0,0,0,0,0,2,0
HOL-Nominal.Nominal,1,380,11,0,0,0,0,291,0,0,0,0,0,8,0,4,32,357,0,0,0,0,0,33,0
HOL-Nominal-Examples.CK_Machine,0,51,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
HOL-Nominal-Examples.CR,0,215,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HOL-Nominal-Examples.CR_Takahashi,0,52,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HOL-Nominal-Examples.Class1,0,569,5,0,0,0,0,1731,0,0,0,0,0,0,0,0,221,4956,0,0,0,0,0,226,0
HOL-Nominal-Examples.Class2,0,461,1,0,0,0,0,1318,0,0,0,0,0,0,0,0,141,3617,0,0,0,0,0,324,0
HOL-Nominal-Examples.Class3,0,16,18,0,0,0,0,1456,0,0,0,0,0,0,0,0,93,4962,0,0,0,0,0,341,0
HOL-Nominal-Examples.Compile,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0
HOL-Nominal-Examples.Contexts,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HOL-Nominal-Examples.Crary,0,239,1,0,0,0,0,25,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,0
HOL-Nominal-Examples.Fsub,0,444,1,0,0,0,0,165,0,0,0,0,0,0,0,0,4,105,0,0,0,0,0,2,0
HOL-Nominal-Examples.Height,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
HOL-Nominal-Examples.Lam_Funs,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0
HOL-Nominal-Examples.Lambda_mu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nominal-Examples.LocalWeakening,0,22,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0
HOL-Nominal-Examples.Pattern,0,182,0,0,0,0,0,78,0,0,0,0,0,0,0,0,5,57,0,0,0,0,0,1,0
HOL-Nominal-Examples.SN,0,96,0,0,0,0,0,46,0,0,0,0,0,2,0,0,4,52,0,0,0,0,0,1,0
HOL-Nominal-Examples.SOS,0,113,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,42,0,0,0,0,0,5,0
HOL-Nominal-Examples.Standardization,0,153,3,0,0,0,0,68,0,0,0,0,0,0,0,0,1,137,0,0,0,0,0,9,0
HOL-Nominal-Examples.Support,0,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
HOL-Nominal-Examples.Type_Preservation,0,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HOL-Nominal-Examples.VC_Condition,0,22,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nominal-Examples.W,0,67,1,0,0,0,0,49,0,0,0,0,0,0,0,0,3,78,0,0,0,0,0,3,0
HOL-Nominal-Examples.Weakening,0,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nonstandard_Analysis.CLim,0,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,1,0
HOL-Nonstandard_Analysis.CStar,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-Nonstandard_Analysis.Free_Ultrafilter,0,31,0,0,0,0,0,16,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0
HOL-Nonstandard_Analysis.HDeriv,0,60,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0
HOL-Nonstandard_Analysis.HLim,0,63,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HOL-Nonstandard_Analysis.HLog,0,30,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
