session,theory,time_days,multiple,single,churn_multiple,churn_single
Coinductive,Coinductive.TLList_CCPO,3129,13,1,139,507
Coinductive,Coinductive.TLList_CCPO_Examples,3129,5,1,14,88
Coinductive,Coinductive.Koenigslemma,3129,3,2,50,284
Coinductive,Coinductive.LMirror,3129,7,1,31,169
Coinductive,Coinductive.Hamming_Stream,3129,13,1,111,339
Coinductive,Coinductive.Resumption,3129,10,2,148,520
Coinductive,Coinductive.Coinductive_Examples,3129,0,2,0,16
Coinductive_Languages,Coinductive_Languages.Coinductive_Language,3266,8,15,98,1466
Coinductive_Languages,Coinductive_Languages.Coinductive_Regular_Set,2703,2,2,4,55
Coinductive_Languages,Coinductive_Languages.Context_Free_Grammar,2159,4,3,35,246
Collections,Collections.Sorted_List_Operations,3296,4,1,302,36
Collections,Collections.HashCode,3296,10,0,325,0
Collections,Collections.Code_Target_ICF,3047,5,0,18,0
Collections,Collections.SetIterator,3296,10,1,921,2
Collections,Collections.SetIteratorOperations,3296,9,1,1055,8
Collections,Collections.Proper_Iterator,3296,7,0,324,0
Collections,Collections.It_to_It,3296,3,0,138,0
Collections,Collections.SetIteratorGA,3296,9,0,418,0
Collections,Collections.Gen_Iterator,3296,10,0,622,0
Collections,Collections.Idx_Iterator,3296,9,1,152,18
Collections,Collections.Iterator,3296,2,0,35,0
Collections,Collections.RBT_add,3296,5,0,274,0
Collections,Collections.Dlist_add,3296,4,0,64,0
Collections,Collections.Assoc_List,3296,11,0,419,0
Collections,Collections.Diff_Array,3296,13,6,1160,721
Collections,Collections.Partial_Equivalence_Relation,3296,2,0,89,0
Collections,Collections.ICF_Tools,3296,25,3,451,10
Collections,Collections.Ord_Code_Preproc,3296,10,0,140,0
Collections,Collections.Record_Intf,3296,8,2,209,22
Collections,Collections.Locale_Code,3296,13,2,479,4
Collections,Collections.ICF_Spec_Base,3296,1,0,8,0
Collections,Collections.MapSpec,3296,6,0,1233,0
Collections,Collections.Robdd,3296,13,2,3097,24
Collections,Collections.Locale_Code_Ex,3296,7,0,153,0
Collections,Collections.DatRef,3296,6,0,582,0
Collections,Collections.SetAbstractionIterator,3296,6,1,758,18
Collections,Collections.GenCF_Chapter,3296,3,0,23,0
Collections,Collections.GenCF_Intf_Chapter,3296,3,0,11,0
Collections,Collections.Intf_Map,3296,5,1,115,56
Collections,Collections.Intf_Set,3296,8,1,233,2
Collections,Collections.Intf_Hash,3296,9,0,166,0
Collections,Collections.Intf_Comp,3296,16,0,999,0
Collections,Collections.GenCF_Gen_Chapter,3296,3,0,11,0
Collections,Collections.Gen_Set,3296,8,2,719,4
Collections,Collections.Gen_Map,3296,9,1,320,125
Collections,Collections.Gen_Map2Set,3296,7,0,216,0
Collections,Collections.Gen_Comp,3296,6,0,58,0
Collections,Collections.GenCF_Impl_Chapter,3296,3,0,11,0
Collections,Collections.Impl_Array_Stack,3296,5,0,249,0
Collections,Collections.Impl_List_Set,3296,8,0,456,0
Collections,Collections.Array_Iterator,3291,1,1,4,17
Collections,Collections.Impl_List_Map,3296,9,1,631,54
Collections,Collections.Impl_Array_Hash_Map,3296,20,1,1966,2
Collections,Collections.Impl_RBT_Map,3296,14,1,1436,4
Collections,Collections.Impl_Cfun_Set,3296,5,0,121,0
Collections,Collections.Impl_Array_Map,3296,5,0,454,0
Collections,Collections.Impl_Bit_Set,3047,10,0,484,0
Collections,Collections.Impl_Uv_Set,3047,13,0,653,0
Collections,Collections.Gen_Hash,2714,2,0,24,0
Collections,Collections.GenCF,3296,4,0,42,0
Collections,Collections.ICF_Chapter,3296,2,0,25,0
Collections,Collections.ICF_Spec_Chapter,3296,3,0,11,0
Collections,Collections.SetSpec,3296,5,0,1243,0
Collections,Collections.ListSpec,3296,5,0,298,0
Collections,Collections.AnnotatedListSpec,3296,6,0,274,0
Collections,Collections.PrioSpec,3296,6,0,137,0
Collections,Collections.PrioUniqueSpec,3296,3,0,170,0
Collections,Collections.ICF_Gen_Algo_Chapter,3296,3,0,11,0
Collections,Collections.SetIteratorCollectionsGA,3296,3,0,226,0
Collections,Collections.MapGA,3296,10,0,717,0
Collections,Collections.SetGA,3296,7,0,1300,0
Collections,Collections.SetByMap,3296,5,0,314,0
Collections,Collections.ListGA,3296,6,0,232,0
Collections,Collections.SetIndex,3296,9,0,307,0
Collections,Collections.Algos,3296,7,0,221,0
Collections,Collections.PrioByAnnotatedList,3296,12,0,706,0
Collections,Collections.PrioUniqueByAnnotatedList,3296,11,2,1240,22
Collections,Collections.ICF_Impl_Chapter,3296,3,0,11,0
Collections,Collections.ListMapImpl,3296,7,0,129,0
Collections,Collections.ListMapImpl_Invar,3296,9,0,191,0
Collections,Collections.RBTMapImpl,3296,8,0,161,0
Collections,Collections.HashMap_Impl,3296,9,0,543,0
Collections,Collections.HashMap,3296,9,0,241,0
Collections,Collections.Trie_Impl,3296,11,1,942,1
Collections,Collections.Trie2,2754,4,0,122,0
Collections,Collections.TrieMapImpl,3296,9,0,220,0
Collections,Collections.ArrayHashMap_Impl,3296,16,2,965,4
Collections,Collections.ArrayHashMap,3296,9,0,201,0
Collections,Collections.ArrayMapImpl,3296,8,0,402,0
Collections,Collections.MapStdImpl,3296,3,0,28,0
Collections,Collections.ListSetImpl,3296,7,0,148,0
Collections,Collections.ListSetImpl_Invar,3296,8,0,135,0
Collections,Collections.ListSetImpl_NotDist,3296,7,0,226,0
Collections,Collections.ListSetImpl_Sorted,3296,7,0,322,0
Collections,Collections.RBTSetImpl,3296,7,0,126,0
Collections,Collections.HashSet,3296,7,0,100,0
Collections,Collections.TrieSetImpl,3296,6,0,95,0
Collections,Collections.ArrayHashSet,3296,5,0,91,0
Collections,Collections.ArraySetImpl,3296,7,0,111,0
Collections,Collections.SetStdImpl,3296,3,0,30,0
Collections,Collections.Fifo,3296,6,0,252,0
Collections,Collections.BinoPrioImpl,3296,6,0,128,0
Collections,Collections.SkewPrioImpl,3296,7,0,126,0
Collections,Collections.FTAnnotatedListImpl,3296,7,0,237,0
Collections,Collections.FTPrioImpl,3296,6,0,54,0
Collections,Collections.FTPrioUniqueImpl,3296,6,0,55,0
Collections,Collections.ICF_Impl,3296,3,0,31,0
Collections,Collections.ICF_Refine_Monadic,3296,6,0,411,0
Collections,Collections.ICF_Autoref,3296,6,0,753,0
Collections,Collections.ICF_Entrypoints_Chapter,3296,3,0,11,0
Collections,Collections.Collections,3296,3,0,26,0
Collections,Collections.CollectionsV1,3296,11,0,614,0
Collections,Collections.Collections_Entrypoints_Chapter,3296,3,0,25,0
Collections,Collections.Refine_Dflt,3296,9,0,139,0
Collections,Collections.Refine_Dflt_ICF,3296,7,0,139,0
Collections,Collections.Refine_Dflt_Only_ICF,3296,6,0,75,0
Collections,Collections.Userguides_Chapter,3296,3,0,18,0
Collections,Collections.Refine_Monadic_Userguide,3296,7,0,1393,0
Collections,Collections.ICF_Userguide,3296,7,0,645,0
Collections_Examples,Collections_Examples.Examples_Chapter,3296,2,0,18,0
Collections_Examples,Collections_Examples.Collection_Autoref_Examples_Chapter,3296,2,0,17,0
Collections_Examples,Collections_Examples.Succ_Graph,3296,10,0,121,0
Collections_Examples,Collections_Examples.Coll_Test,3296,12,0,626,0
Collections_Examples,Collections_Examples.Simple_DFS,3296,14,1,784,2
Collections_Examples,Collections_Examples.ICF_Test,3296,8,0,424,0
Collections_Examples,Collections_Examples.ICF_Only_Test,3296,3,0,66,0
Collections_Examples,Collections_Examples.Nested_DFS,3296,16,1,1388,1
Collections_Examples,Collections_Examples.Combined_TwoSat,1697,2,0,184,0
Collections_Examples,Collections_Examples.Collection_Autoref_Examples,3296,3,0,22,0
Collections_Examples,Collections_Examples.Refine_Monadic_Examples_Chapter,3296,2,0,17,0
Collections_Examples,Collections_Examples.Bfs_Impl,3296,9,1,292,2
Collections_Examples,Collections_Examples.Foreach_Refine,3296,8,0,189,0
Collections_Examples,Collections_Examples.Refine_Fold,3296,5,0,174,0
Collections_Examples,Collections_Examples.Refine_Monadic_Examples,3296,3,0,15,0
Collections_Examples,Collections_Examples.ICF_Examples_Chapter,3296,2,0,17,0
Collections_Examples,Collections_Examples.itp_2010,3296,8,0,328,0
Collections_Examples,Collections_Examples.Exploration,3296,7,0,369,0
Collections_Examples,Collections_Examples.Exploration_DFS,3296,8,0,265,0
Collections_Examples,Collections_Examples.PerformanceTest,3296,7,2,196,7
Collections_Examples,Collections_Examples.ICF_Examples,3296,4,1,23,1
Collections_Examples,Collections_Examples.Collection_Examples,3296,1,0,11,0
Combinable_Wands,Combinable_Wands.PosRat,150,0,1,0,340
Combinable_Wands,Combinable_Wands.Mask,150,0,2,0,511
Combinable_Wands,Combinable_Wands.PartialHeapSA,150,0,2,0,624
Combinable_Wands,Combinable_Wands.CombinableWands,150,0,2,0,951
Combinatorics_Words,Combinatorics_Words.Arithmetical_Hints,519,2,0,144,0
Combinatorics_Words,Combinatorics_Words.Reverse_Symmetry,519,3,0,1037,0
Combinatorics_Words,Combinatorics_Words.CoWBasic,519,2,1,8377,870
Combinatorics_Words,Combinatorics_Words.Border_Array,64,1,0,567,0
Combinatorics_Words,Combinatorics_Words.Submonoids,519,2,1,3259,386
Combinatorics_Words,Combinatorics_Words.Morphisms,64,1,0,1621,0
Combinatorics_Words,Combinatorics_Words.Periodicity_Lemma,519,2,1,775,132
Combinatorics_Words,Combinatorics_Words.Lyndon_Schutzenberger,519,2,1,1487,126
Combinatorics_Words,Combinatorics_Words.Binary_Code_Morphisms,64,1,0,1354,0
Combinatorics_Words,Combinatorics_Words.Equations_Basic,64,1,0,1632,0
Combinatorics_Words,Combinatorics_Words.CoWAll,519,2,0,25,0
Combinatorics_Words_Graph_Lemma,Combinatorics_Words_Graph_Lemma.Glued_Codes,64,1,0,481,0
Combinatorics_Words_Graph_Lemma,Combinatorics_Words_Graph_Lemma.Graph_Lemma,519,2,0,934,0
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,519,2,1,905,7
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon_Addition,519,3,0,114,0
Commuting_Hermitian,Commuting_Hermitian.Commuting_Hermitian_Misc,72,0,1,0,190
Commuting_Hermitian,Commuting_Hermitian.Spectral_Theory_Complements,72,0,1,0,2157
Commuting_Hermitian,Commuting_Hermitian.Commuting_Hermitian,72,0,2,0,3727
Comparison_Sort_Lower_Bound,Comparison_Sort_Lower_Bound.Linorder_Relations,2051,4,1,555,2
Comparison_Sort_Lower_Bound,Comparison_Sort_Lower_Bound.Comparison_Sort_Lower_Bound,2051,5,1,256,2
Compiling-Exceptions-Correctly,Compiling-Exceptions-Correctly.Exceptions,6671,10,5,260,302
Complete_Non_Orders,Complete_Non_Orders.Binary_Relations,1217,0,5,0,3480
Complete_Non_Orders,Complete_Non_Orders.Complete_Relations,1217,0,2,0,1698
Complete_Non_Orders,Complete_Non_Orders.Fixed_Points,1217,2,3,10,2460
Complete_Non_Orders,Complete_Non_Orders.Kleene_Fixed_Point,645,0,2,0,303
Completeness,Completeness.PermutationLemmas,6611,15,4,485,401
Completeness,Completeness.Base,6611,6,2,33,146
Completeness,Completeness.Formula,6611,13,8,135,664
Completeness,Completeness.Sequents,6611,10,5,99,455
Completeness,Completeness.Tree,6611,7,5,294,805
Completeness,Completeness.Completeness,6611,23,8,671,1182
Completeness,Completeness.Soundness,6611,10,3,86,128
Complex_Bounded_Operators,Complex_Bounded_Operators.Extra_General,402,2,8,15,926
Complex_Bounded_Operators,Complex_Bounded_Operators.Extra_Vector_Spaces,402,1,2,31,178
Complex_Bounded_Operators,Complex_Bounded_Operators.Extra_Ordered_Fields,402,2,3,29,1115
Complex_Bounded_Operators,Complex_Bounded_Operators.Extra_Operator_Norm,402,1,2,237,482
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Vector_Spaces0,402,1,4,2,1671
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Vector_Spaces,402,2,7,467,3740
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Inner_Product0,402,2,3,4,586
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Inner_Product,402,2,6,725,2951
Complex_Bounded_Operators,Complex_Bounded_Operators.One_Dimensional_Spaces,402,2,2,73,289
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Euclidean_Space0,402,1,3,2,430
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Bounded_Linear_Function0,402,1,2,2,930
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_Bounded_Linear_Function,402,3,6,449,5347
Complex_Bounded_Operators,Complex_Bounded_Operators.Complex_L2,402,2,6,55,3242
Complex_Bounded_Operators,Complex_Bounded_Operators.Extra_Jordan_Normal_Form,402,2,1,41,432
Complex_Bounded_Operators,Complex_Bounded_Operators.Cblinfun_Matrix,402,1,4,34,1891
Complex_Bounded_Operators,Complex_Bounded_Operators.Cblinfun_Code,402,2,2,4,661
Complex_Bounded_Operators,Complex_Bounded_Operators.Extra_Pretty_Code_Examples,402,0,2,0,75
Complex_Bounded_Operators,Complex_Bounded_Operators.Cblinfun_Code_Examples,402,1,1,1,119
Complex_Geometry,Complex_Geometry.More_Transcendental,1014,3,1,415,215
Complex_Geometry,Complex_Geometry.Canonical_Angle,1014,1,0,361,0
Complex_Geometry,Complex_Geometry.More_Complex,1014,4,1,1583,231
Complex_Geometry,Complex_Geometry.Angles,1014,3,0,626,0
Complex_Geometry,Complex_Geometry.More_Set,1014,2,1,127,88
Complex_Geometry,Complex_Geometry.Linear_Systems,1014,3,0,233,0
Complex_Geometry,Complex_Geometry.Quadratic,1014,1,0,477,0
Complex_Geometry,Complex_Geometry.Matrices,1014,1,1,830,2
Complex_Geometry,Complex_Geometry.Unitary_Matrices,1014,1,1,330,2
Complex_Geometry,Complex_Geometry.Unitary11_Matrices,1014,2,1,617,2
Complex_Geometry,Complex_Geometry.Hermitean_Matrices,1014,1,1,418,2
Complex_Geometry,Complex_Geometry.Elementary_Complex_Geometry,1014,2,0,539,0
Complex_Geometry,Complex_Geometry.Homogeneous_Coordinates,1014,1,0,1358,0
Complex_Geometry,Complex_Geometry.Moebius,1014,2,1,1543,2
Complex_Geometry,Complex_Geometry.Circlines,1014,2,1,2062,2
Complex_Geometry,Complex_Geometry.Oriented_Circlines,1014,3,0,1395,0
Complex_Geometry,Complex_Geometry.Circlines_Angle,1014,1,0,387,0
Complex_Geometry,Complex_Geometry.Unit_Circle_Preserving_Moebius,1014,5,0,1216,0
Complex_Geometry,Complex_Geometry.Riemann_Sphere,1014,1,1,641,2
Complex_Geometry,Complex_Geometry.Chordal_Metric,1014,2,1,1731,56
Complx,Complx.Language,2158,1,3,12,150
Complx,Complx.SmallStep,2158,2,1,14,381
Complx,Complx.OG_Annotations,2158,2,2,10,173
Complx,Complx.OG_Hoare,2158,2,1,12,257
Complx,Complx.SeqCatch_decomp,2158,1,1,2,516
Complx,Complx.OG_Soundness,2158,7,3,36,2156
Complx,Complx.Cache_Tactics,2158,2,2,28,174
Complx,Complx.OG_Tactics,2158,2,2,26,809
Complx,Complx.OG_Syntax,2158,4,4,16,448
Complx,Complx.Examples,2158,4,1,20,267
Complx,Complx.SumArr,2158,8,4,84,532
ComponentDependencies,ComponentDependencies.DataDependenciesConcreteValues,3103,4,1,48,328
ComponentDependencies,ComponentDependencies.DataDependencies,3103,4,1,166,709
ComponentDependencies,ComponentDependencies.DataDependenciesCaseStudy,3103,4,1,32,1753
ConcurrentGC,ConcurrentGC.Model,2752,8,5,259,1865
ConcurrentGC,ConcurrentGC.Proofs_Basis,657,0,1,0,583
ConcurrentGC,ConcurrentGC.Global_Invariants,657,0,1,0,405
ConcurrentGC,ConcurrentGC.Local_Invariants,657,0,1,0,619
ConcurrentGC,ConcurrentGC.Tactics,2752,15,6,141,1041
ConcurrentGC,ConcurrentGC.Global_Invariants_Lemmas,657,1,1,4,1285
ConcurrentGC,ConcurrentGC.Local_Invariants_Lemmas,657,1,1,20,245
ConcurrentGC,ConcurrentGC.Initial_Conditions,657,0,1,0,112
ConcurrentGC,ConcurrentGC.Noninterference,657,1,1,2,572
ConcurrentGC,ConcurrentGC.Global_Noninterference,657,0,1,0,452
ConcurrentGC,ConcurrentGC.MarkObject,2752,10,7,697,2571
ConcurrentGC,ConcurrentGC.Phases,657,0,1,0,440
ConcurrentGC,ConcurrentGC.StrongTricolour,2752,8,12,1357,22511
ConcurrentGC,ConcurrentGC.TSO,2752,5,3,66,432
ConcurrentGC,ConcurrentGC.Valid_Refs,657,0,1,0,130
ConcurrentGC,ConcurrentGC.Worklists,657,0,1,0,230
ConcurrentGC,ConcurrentGC.Proofs,2752,5,3,127,621
ConcurrentGC,ConcurrentGC.Concrete_heap,2752,2,2,4,84
ConcurrentGC,ConcurrentGC.Concrete,2752,2,3,8,102
ConcurrentIMP,ConcurrentIMP.CIMP_pred,2752,3,2,201,170
ConcurrentIMP,ConcurrentIMP.Infinite_Sequences,657,1,1,2,333
ConcurrentIMP,ConcurrentIMP.LTL,657,1,1,2,828
ConcurrentIMP,ConcurrentIMP.CIMP_lang,2752,4,2,360,1732
ConcurrentIMP,ConcurrentIMP.CIMP_vcg,2752,6,4,103,1484
ConcurrentIMP,ConcurrentIMP.CIMP_vcg_rules,657,0,1,0,229
ConcurrentIMP,ConcurrentIMP.CIMP,2752,5,2,183,137
ConcurrentIMP,ConcurrentIMP.CIMP_locales,657,0,1,0,60
ConcurrentIMP,ConcurrentIMP.CIMP_one_place_buffer,657,0,1,0,165
ConcurrentIMP,ConcurrentIMP.CIMP_unbounded_buffer,657,0,1,0,145
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Refinement_Lattice,2122,6,2,43,119
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Sequential,2122,2,1,22,130
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Parallel,2122,2,1,16,85
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Conjunction,2122,1,1,16,124
Concurrent_Ref_Alg,Concurrent_Ref_Alg.CRA,2122,1,1,22,164
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Galois_Connections,2122,1,1,22,204
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Iteration,2122,1,1,38,296
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Conjunctive_Sequential,2122,4,1,14,63
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Infimum_Nat,2122,2,1,4,90
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Conjunctive_Iteration,2122,1,1,8,213
Concurrent_Ref_Alg,Concurrent_Ref_Alg.Rely_Quotient,2122,1,1,46,335
Concurrent_Revisions,Concurrent_Revisions.Data,1393,0,2,0,158
Concurrent_Revisions,Concurrent_Revisions.Occurrences,1393,1,2,2,346
Concurrent_Revisions,Concurrent_Revisions.Renaming,1393,0,2,0,294
Concurrent_Revisions,Concurrent_Revisions.Substitution,1393,0,2,0,143
Concurrent_Revisions,Concurrent_Revisions.OperationalSemantics,1393,0,2,0,679
Concurrent_Revisions,Concurrent_Revisions.Executions,1393,0,2,0,381
Concurrent_Revisions,Concurrent_Revisions.Determinacy,1393,0,2,0,1068
Conditional_Simplification,Conditional_Simplification.CS_Tools,408,1,0,20,0
Conditional_Simplification,Conditional_Simplification.IHOL_CS,408,2,0,15,0
Conditional_Simplification,Conditional_Simplification.Reference_Prerequisites,408,1,0,15,0
Conditional_Simplification,Conditional_Simplification.CS_Reference,408,3,0,352,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.CTR_Tools,408,1,0,35,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.IML_UT,408,3,0,32,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.UD,408,1,0,28,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.CTR,408,1,0,107,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.UD_Tests,408,3,0,68,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.CTR_Tests,408,5,0,294,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.Reference_Prerequisites,408,1,0,18,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.CTR_Introduction,408,2,0,55,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.UD_Reference,408,5,0,1784,0
Conditional_Transfer_Rule,Conditional_Transfer_Rule.CTR_Reference,408,3,0,613,0
Consensus_Refined,Consensus_Refined.Infra,2779,3,1,30,126
Consensus_Refined,Consensus_Refined.Consensus_Types,2779,2,1,8,24
Consensus_Refined,Consensus_Refined.Quorums,2779,2,1,6,75
Consensus_Refined,Consensus_Refined.Consensus_Misc,2779,11,4,74,346
Consensus_Refined,Consensus_Refined.Two_Steps,2779,1,1,2,29
Consensus_Refined,Consensus_Refined.Three_Steps,2779,2,1,4,49
Consensus_Refined,Consensus_Refined.Refinement,2779,5,3,174,885
Consensus_Refined,Consensus_Refined.HO_Transition_System,2779,2,1,8,102
Consensus_Refined,Consensus_Refined.Voting,2779,10,2,115,419
Consensus_Refined,Consensus_Refined.Voting_Opt,2779,3,2,20,197
Consensus_Refined,Consensus_Refined.OneThirdRule_Defs,2779,2,2,84,176
Consensus_Refined,Consensus_Refined.OneThirdRule_Proofs,2779,5,1,25,293
Consensus_Refined,Consensus_Refined.Ate_Defs,2779,3,2,62,130
Consensus_Refined,Consensus_Refined.Ate_Proofs,2779,4,1,31,266
Consensus_Refined,Consensus_Refined.Same_Vote,2779,4,2,34,185
Consensus_Refined,Consensus_Refined.Observing_Quorums,2779,3,2,26,215
Consensus_Refined,Consensus_Refined.Observing_Quorums_Opt,2779,5,2,22,158
Consensus_Refined,Consensus_Refined.Two_Step_Observing,2779,4,2,26,215
Consensus_Refined,Consensus_Refined.Uv_Defs,2779,3,2,68,170
Consensus_Refined,Consensus_Refined.Uv_Proofs,2779,5,1,36,440
Consensus_Refined,Consensus_Refined.BenOr_Defs,2779,3,2,18,105
Consensus_Refined,Consensus_Refined.BenOr_Proofs,2779,7,1,56,470
Consensus_Refined,Consensus_Refined.MRU_Vote,2779,2,3,16,97
Consensus_Refined,Consensus_Refined.MRU_Vote_Opt,2779,4,2,22,219
Consensus_Refined,Consensus_Refined.Three_Step_MRU,2779,6,2,30,262
Consensus_Refined,Consensus_Refined.New_Algorithm_Defs,2779,4,2,24,177
Consensus_Refined,Consensus_Refined.New_Algorithm_Proofs,2779,6,2,66,426
Consensus_Refined,Consensus_Refined.Paxos_Defs,2779,4,2,58,205
Consensus_Refined,Consensus_Refined.Paxos_Proofs,2779,6,2,56,371
Consensus_Refined,Consensus_Refined.CT_Defs,2779,4,2,56,204
Consensus_Refined,Consensus_Refined.CT_Proofs,2779,6,2,62,370
Constructive_Cryptography,Constructive_Cryptography.Resource,1408,1,1,2,474
Constructive_Cryptography,Constructive_Cryptography.Converter,1408,1,1,4,1441
Constructive_Cryptography,Constructive_Cryptography.Converter_Rewrite,1408,0,1,0,491
Constructive_Cryptography,Constructive_Cryptography.Random_System,1408,0,1,0,253
Constructive_Cryptography,Constructive_Cryptography.Distinguisher,1408,0,1,0,174
Constructive_Cryptography,Constructive_Cryptography.Wiring,1408,0,1,0,455
Constructive_Cryptography,Constructive_Cryptography.Constructive_Cryptography,1408,0,1,0,734
Constructive_Cryptography,Constructive_Cryptography.System_Construction,1408,0,1,0,247
Constructive_Cryptography,Constructive_Cryptography.One_Time_Pad,1408,0,1,0,347
Constructive_Cryptography,Constructive_Cryptography.Message_Authentication_Code,1408,1,4,8,1303
Constructive_Cryptography,Constructive_Cryptography.Secure_Channel,1408,0,4,0,136
Constructive_Cryptography,Constructive_Cryptography.Examples,1408,0,1,0,5
Constructive_Cryptography_CM,Constructive_Cryptography_CM.More_CC,588,0,1,0,2214
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Observe_Failure,588,0,1,0,579
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Fold_Spmf,588,0,1,0,200
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Fused_Resource,588,0,1,0,1721
Constructive_Cryptography_CM,Constructive_Cryptography_CM.State_Isomorphism,588,0,1,0,89
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Construction_Utility,588,0,1,0,452
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Concrete_Security,588,0,1,0,482
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Asymptotic_Security,588,0,1,0,181
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Key,588,0,1,0,151
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Channel,588,0,1,0,183
Constructive_Cryptography_CM,Constructive_Cryptography_CM.One_Time_Pad,588,1,1,2,911
Constructive_Cryptography_CM,Constructive_Cryptography_CM.Diffie_Hellman_CC,588,0,1,0,2368
Constructive_Cryptography_CM,Constructive_Cryptography_CM.DH_OTP,588,0,1,0,102
Constructor_Funs,Constructor_Funs.Constructor_Funs,2016,2,1,4,35
Constructor_Funs,Constructor_Funs.Test_Constructor_Funs,2016,1,3,2,62
Containers,Containers.Containers_Auxiliary,3477,9,3,29,156
Containers,Containers.Card_Datatype,3477,3,1,24,217
Containers,Containers.List_Fusion,3477,8,4,56,741
Containers,Containers.Lexicographic_Order,3477,9,5,37,529
Containers,Containers.Extend_Partial_Order,3477,5,1,169,350
Containers,Containers.Set_Linorder,3477,23,5,686,2627
Containers,Containers.Containers_Generator,3324,6,2,41,3
Containers,Containers.Collection_Order,3477,17,11,563,904
Containers,Containers.List_Proper_Interval,3477,6,1,62,66
Containers,Containers.Collection_Eq,3477,10,9,340,389
Containers,Containers.Collection_Enum,3477,8,6,116,318
Containers,Containers.Equal,3477,3,1,6,19
Containers,Containers.RBT_ext,3477,12,5,87,369
Containers,Containers.RBT_Mapping2,3477,9,3,106,360
Containers,Containers.AssocList,3477,7,2,40,189
Containers,Containers.DList_Set,3477,11,5,96,467
Containers,Containers.RBT_Set2,3477,10,7,105,482
Containers,Containers.Closure_Set,3477,4,1,8,21
Containers,Containers.Set_Impl,3477,39,18,991,3374
Containers,Containers.Mapping_Impl,3477,21,11,226,409
Containers,Containers.Map_To_Mapping,3033,13,1,119,171
Containers,Containers.Containers,3477,1,2,2,14
Containers,Containers.Compatibility_Containers_Regular_Sets,3292,5,2,22,29
Containers,Containers.Containers_Userguide,3477,18,13,538,1460
Containers,Containers.Card_Datatype_Ex,1697,2,0,125,0
Containers,Containers.Map_To_Mapping_Ex,1697,3,0,50,0
Containers,Containers.TwoSat_Ex,1697,1,1,400,4
Containers,Containers.Containers_DFS_Ex,1697,3,1,348,3
Containers,Containers.Containers_TwoSat_Ex,1697,3,1,328,3
Containers-Benchmarks,Containers-Benchmarks.Benchmark_Bool,3477,4,1,14,57
Containers-Benchmarks,Containers-Benchmarks.Benchmark_Comparison,3477,1,2,2,70
Containers-Benchmarks,Containers-Benchmarks.Benchmark_LC,3477,2,2,6,14
Containers-Benchmarks,Containers-Benchmarks.Benchmark_Default,3477,3,2,6,19
Containers-Benchmarks,Containers-Benchmarks.Benchmark_ICF,3477,4,2,19,196
Containers-Benchmarks,Containers-Benchmarks.Benchmark_RBT,3477,2,2,6,69
Containers-Benchmarks,Containers-Benchmarks.Benchmark_Set,3477,7,2,28,112
Containers-Benchmarks,Containers-Benchmarks.Benchmark_Set_Default,3477,4,2,15,30
Containers-Benchmarks,Containers-Benchmarks.Benchmark_Set_LC,3477,8,3,40,94
Containers-Benchmarks,Containers-Benchmarks.Clauses,3395,9,2,26,70
CoreC++,CoreC++.Auxiliary,6008,7,11,204,8
CoreC++,CoreC++.Type,6008,6,8,57,102
CoreC++,CoreC++.Value,6008,4,8,56,100
CoreC++,CoreC++.Expr,6008,6,8,109,155
CoreC++,CoreC++.Decl,6008,9,11,58,154
CoreC++,CoreC++.ClassRel,6008,4,8,12,231
