session,theory,time_days,multiple,single,churn_multiple,churn_single
AutoFocus-Stream,AutoFocus-Stream.IL_AF_Stream,4263,16,5,1888,67
AutoFocus-Stream,AutoFocus-Stream.IL_AF_Stream_Exec,4263,10,1,1604,1
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Transactions,890,2,0,1655,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Term_Abstraction,890,2,0,294,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Stateful_Protocol_Model,890,4,0,8709,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Term_Variants,890,2,0,542,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Term_Implication,890,3,0,3050,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Stateful_Protocol_Verification,890,3,0,9013,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Eisbach_Protocol_Verification,890,2,0,230,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.ml_yacc_lib,890,2,0,139,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.trac_term,890,2,0,2671,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.trac_fp_parser,890,2,0,200,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.trac_protocol_parser,890,2,0,158,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.trac,890,4,0,4449,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.PSPSP,890,2,0,91,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.introduction,295,1,0,119,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.KeyserverEx,295,1,0,218,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.manual,295,1,0,289,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Keyserver,890,2,0,178,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Keyserver2,890,2,0,172,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Keyserver_Composition,890,2,0,511,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.PKCS_Model03,890,2,0,271,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.PKCS_Model07,890,2,0,416,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.PKCS_Model09,890,2,0,454,0
Automated_Stateful_Protocol_Verification,Automated_Stateful_Protocol_Verification.Examples,890,2,0,92,0
Automatic_Refinement,Automatic_Refinement.Refine_Util_Bootstrap1,1968,1,0,77,0
Automatic_Refinement,Automatic_Refinement.Mpat_Antiquot,3296,10,4,89,276
Automatic_Refinement,Automatic_Refinement.Mk_Term_Antiquot,3296,12,4,64,250
Automatic_Refinement,Automatic_Refinement.Refine_Util,3296,36,5,669,749
Automatic_Refinement,Automatic_Refinement.Attr_Comb,3296,6,3,28,114
Automatic_Refinement,Automatic_Refinement.Named_Sorted_Thms,3296,3,2,11,76
Automatic_Refinement,Automatic_Refinement.Prio_List,3296,3,1,12,99
Automatic_Refinement,Automatic_Refinement.Tagged_Solver,3296,8,2,37,312
Automatic_Refinement,Automatic_Refinement.Anti_Unification,3296,8,2,36,247
Automatic_Refinement,Automatic_Refinement.Misc,3296,72,8,5433,4418
Automatic_Refinement,Automatic_Refinement.Foldi,3296,3,1,30,112
Automatic_Refinement,Automatic_Refinement.Indep_Vars,3296,9,2,32,265
Automatic_Refinement,Automatic_Refinement.Select_Solve,3296,9,2,83,238
Automatic_Refinement,Automatic_Refinement.Mk_Record_Simp,2714,4,0,59,0
Automatic_Refinement,Automatic_Refinement.Refine_Lib,3296,3,2,7,20
Automatic_Refinement,Automatic_Refinement.Param_Chapter,3296,2,1,4,4
Automatic_Refinement,Automatic_Refinement.Relators,3296,15,3,458,738
Automatic_Refinement,Automatic_Refinement.Param_Tool,3296,13,2,143,306
Automatic_Refinement,Automatic_Refinement.Param_HOL,3296,17,2,461,431
Automatic_Refinement,Automatic_Refinement.Parametricity,3296,0,1,0,7
Automatic_Refinement,Automatic_Refinement.Autoref_Phases,3296,7,1,21,226
Automatic_Refinement,Automatic_Refinement.Autoref_Data,3296,2,1,6,51
Automatic_Refinement,Automatic_Refinement.Autoref_Tagging,3296,9,1,79,203
Automatic_Refinement,Automatic_Refinement.Autoref_Id_Ops,3296,15,5,196,713
Automatic_Refinement,Automatic_Refinement.Autoref_Fix_Rel,3296,23,7,216,1089
Automatic_Refinement,Automatic_Refinement.Autoref_Relator_Interface,3296,4,1,14,126
Automatic_Refinement,Automatic_Refinement.Autoref_Translate,3296,7,3,82,335
Automatic_Refinement,Automatic_Refinement.Autoref_Gen_Algo,3296,4,2,14,81
Automatic_Refinement,Automatic_Refinement.Autoref_Chapter,3296,2,1,4,4
Automatic_Refinement,Automatic_Refinement.Autoref_Tool,3296,13,3,149,188
Automatic_Refinement,Automatic_Refinement.Autoref_Bindings_HOL,3296,16,4,366,665
Automatic_Refinement,Automatic_Refinement.Automatic_Refinement,3296,4,1,36,9
AxiomaticCategoryTheory,AxiomaticCategoryTheory.AxiomaticCategoryTheory,1618,0,7,0,1899
BDD,BDD.BinDag,5347,12,4,580,225
BDD,BDD.General,5347,18,6,2454,164
BDD,BDD.ProcedureSpecs,5347,5,1,143,5
BDD,BDD.EvalProof,5347,7,1,111,6
BDD,BDD.LevellistProof,5347,17,12,2064,2859
BDD,BDD.ShareRepProof,5347,12,2,325,4
BDD,BDD.ShareReduceRepListProof,5347,11,3,2246,674
BDD,BDD.RepointProof,5347,9,5,984,1062
BDD,BDD.NormalizeTotalProof,5347,14,4,4027,1843
BD_Security_Compositional,BD_Security_Compositional.Composing_Security,435,2,0,1016,0
BD_Security_Compositional,BD_Security_Compositional.Trivial_Security,435,1,0,69,0
BD_Security_Compositional,BD_Security_Compositional.Transporting_Security,435,1,0,272,0
BD_Security_Compositional,BD_Security_Compositional.Composing_Security_Network,435,2,0,1734,0
BD_Security_Compositional,BD_Security_Compositional.Independent_Secrets,435,1,0,275,0
BNF_CC,BNF_CC.Preliminaries,1646,0,2,0,60
BNF_CC,BNF_CC.Axiomatised_BNF_CC,1646,2,2,26,752
BNF_CC,BNF_CC.Composition,1646,1,2,44,967
BNF_CC,BNF_CC.Fixpoints,1646,0,2,0,662
BNF_CC,BNF_CC.Subtypes,1646,2,2,5,604
BNF_CC,BNF_CC.Quotient_Preservation,1646,0,1,0,84
BNF_CC,BNF_CC.Operation_Examples,1646,0,1,0,11
BNF_CC,BNF_CC.Concrete_Examples,1646,0,2,0,569
BNF_CC,BNF_CC.DDS,1646,0,2,0,426
BNF_Operations,BNF_Operations.LFP,1740,5,2,460,3269
BNF_Operations,BNF_Operations.GFP,1740,6,1,1213,5864
BNF_Operations,BNF_Operations.Compose,1740,3,1,100,169
BNF_Operations,BNF_Operations.Kill,1740,2,1,36,135
BNF_Operations,BNF_Operations.Lift,1740,3,1,26,121
BNF_Operations,BNF_Operations.Permute,1740,4,1,38,111
BNF_Operations,BNF_Operations.N2M,1740,1,1,24,290
BTree,BTree.BTree,608,0,2,0,269
BTree,BTree.BTree_Height,608,0,2,0,371
BTree,BTree.BTree_Set,608,1,4,2,2220
BTree,BTree.BTree_Split,608,0,2,0,171
BTree,BTree.BPlusTree,72,0,1,0,652
BTree,BTree.BPlusTree_Split,72,0,1,0,107
BTree,BTree.BPlusTree_Set,72,0,1,0,3666
BTree,BTree.BPlusTree_Range,72,0,1,0,432
BTree,BTree.BPlusTree_SplitCE,72,0,1,0,158
BTree,BTree.Array_SBlit,608,0,4,0,397
BTree,BTree.Partially_Filled_Array,608,0,4,0,677
BTree,BTree.Basic_Assn,608,0,3,0,207
BTree,BTree.BTree_Imp,608,0,2,0,70
BTree,BTree.BTree_ImpSet,608,1,4,10,1953
BTree,BTree.Imperative_Loops,608,0,3,0,133
BTree,BTree.BTree_ImpSplit,608,1,3,2,490
BTree,BTree.Flatten_Iter_Spec,72,0,1,0,356
BTree,BTree.Flatten_Iter,72,0,1,0,390
BTree,BTree.Inst_Ex_Assn,72,0,1,0,25
BTree,BTree.BPlusTree_Imp,72,0,1,0,109
BTree,BTree.BPlusTree_ImpSplit,72,0,2,0,576
BTree,BTree.BPlusTree_ImpSet,72,0,1,0,1691
BTree,BTree.Partially_Filled_Array_Iter,72,0,1,0,72
BTree,BTree.BPlusTree_Iter_OneWay,72,0,1,0,679
BTree,BTree.Subst_Mod_Mult_AC,72,0,1,0,162
BTree,BTree.BPlusTree_Iter,72,0,1,0,1345
BTree,BTree.BPlusTree_ImpRange,72,0,1,0,1059
BTree,BTree.BPlusTree_ImpSplitCE,72,0,1,0,117
Banach_Steinhaus,Banach_Steinhaus.Banach_Steinhaus_Missing,904,4,2,1802,901
Banach_Steinhaus,Banach_Steinhaus.Banach_Steinhaus,904,4,1,984,485
Belief_Revision,Belief_Revision.AGM_Logic,370,1,2,4,484
Belief_Revision,Belief_Revision.AGM_Remainder,370,0,1,0,167
Belief_Revision,Belief_Revision.AGM_Contraction,370,0,2,0,678
Belief_Revision,Belief_Revision.AGM_Revision,370,0,1,0,236
Bell_Numbers_Spivey,Bell_Numbers_Spivey.Bell_Numbers,2367,17,5,313,651
BenOr_Kozen_Reif,BenOr_Kozen_Reif.More_Matrix,550,0,2,0,2026
BenOr_Kozen_Reif,BenOr_Kozen_Reif.BKR_Algorithm,550,0,2,0,154
BenOr_Kozen_Reif,BenOr_Kozen_Reif.Matrix_Equation_Construction,550,1,2,2,910
BenOr_Kozen_Reif,BenOr_Kozen_Reif.BKR_Proofs,550,2,2,10,2240
BenOr_Kozen_Reif,BenOr_Kozen_Reif.BKR_Decision,550,1,3,4,2051
BenOr_Kozen_Reif,BenOr_Kozen_Reif.Renegar_Algorithm,550,0,2,0,117
BenOr_Kozen_Reif,BenOr_Kozen_Reif.Renegar_Proofs,550,1,2,4,2793
BenOr_Kozen_Reif,BenOr_Kozen_Reif.Renegar_Decision,550,1,3,4,827
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Finite_Field,2204,17,3,170,334
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Arithmetic_Record_Based,2204,9,4,81,235
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Finite_Field_Record_Based,2204,17,12,294,1997
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Matrix_Record_Based,2204,6,5,140,609
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.More_Missing_Multiset,1875,8,0,149,0
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Unique_Factorization,2020,22,5,4780,21
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Unique_Factorization_Poly,2020,18,2,3204,6
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Poly_Mod,2204,25,4,628,819
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Poly_Mod_Finite_Field,2204,17,6,560,673
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Karatsuba_Multiplication,2164,4,3,10,190
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Polynomial_Record_Based,2204,10,7,143,970
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Poly_Mod_Finite_Field_Record_Based,2204,5,8,39,427
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Chinese_Remainder_Poly,2204,14,1,281,295
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Berlekamp_Type_Based,2204,45,4,2114,3295
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Distinct_Degree_Factorization,2193,11,15,336,1588
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Finite_Field_Factorization,2190,7,4,73,179
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Finite_Field_Factorization_Record_Based,2204,17,13,92,1258
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Hensel_Lifting,2204,24,21,982,4834
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Hensel_Lifting_Type_Based,2204,13,2,203,730
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Berlekamp_Hensel,2204,10,5,313,783
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Square_Free_Int_To_Square_Free_GFp,2204,13,1,243,261
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Suitable_Prime,2204,16,10,215,728
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Degree_Bound,2204,2,1,16,255
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Mahler_Measure,2169,19,5,742,1060
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Factor_Bound,2204,14,14,1406,2636
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Sublist_Iteration,2204,5,2,520,656
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Reconstruction,2204,20,4,362,947
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Code_Abort_Gcd,2204,5,1,25,24
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Berlekamp_Zassenhaus,2204,12,5,273,136
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Gcd_Finite_Field_Impl,2170,12,5,110,327
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Square_Free_Factorization_Int,2204,24,7,288,932
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Factorize_Int_Poly,2204,18,7,1142,839
Berlekamp_Zassenhaus,Berlekamp_Zassenhaus.Factorize_Rat_Poly,2204,11,2,211,81
Bernoulli,Bernoulli.Bernoulli,2102,1,4,2,404
Bernoulli,Bernoulli.Periodic_Bernpoly,2102,5,3,14,302
Bernoulli,Bernoulli.Bernoulli_FPS,2102,11,6,409,1589
Bernoulli,Bernoulli.Bernoulli_Zeta,1892,6,1,543,5
Bertrands_Postulate,Bertrands_Postulate.Bertrand,2108,16,7,1476,2129
Bicategory,Bicategory.IsomorphismClass,1022,0,1,0,124
Bicategory,Bicategory.Prebicategory,1022,7,2,1404,3337
Bicategory,Bicategory.Bicategory,1022,7,1,612,2498
Bicategory,Bicategory.Coherence,1022,7,1,215,3946
Bicategory,Bicategory.CanonicalIsos,1022,2,1,29,693
Bicategory,Bicategory.Subbicategory,1022,8,1,983,1357
Bicategory,Bicategory.InternalEquivalence,1022,5,1,767,1108
Bicategory,Bicategory.Pseudofunctor,1022,7,1,8657,5544
Bicategory,Bicategory.Strictness,1022,7,2,2070,4504
Bicategory,Bicategory.InternalAdjunction,1022,7,2,1368,3468
Bicategory,Bicategory.PseudonaturalTransformation,722,4,0,8420,0
Bicategory,Bicategory.EquivalenceOfBicategories,722,3,1,11759,354
Bicategory,Bicategory.SpanBicategory,1022,7,1,1580,5549
Bicategory,Bicategory.Tabulation,1022,6,1,668,6178
Bicategory,Bicategory.BicategoryOfSpans,1022,9,2,2203,14808
Bicategory,Bicategory.Modification,722,3,0,1333,0
Bicategory,Bicategory.ConcreteBicategory,461,3,0,1842,0
Bicategory,Bicategory.CatBicat,461,1,0,1157,0
BinarySearchTree,BinarySearchTree.BinaryTree,6779,16,6,300,826
BinarySearchTree,BinarySearchTree.BinaryTree_Map,6779,10,3,124,269
BinarySearchTree,BinarySearchTree.BinaryTree_TacticStyle,6779,12,4,154,160
Binding_Syntax_Theory,Binding_Syntax_Theory.Preliminaries,1298,1,1,16,482
Binding_Syntax_Theory,Binding_Syntax_Theory.QuasiTerms_Swap_Fresh,1298,1,1,62,685
Binding_Syntax_Theory,Binding_Syntax_Theory.QuasiTerms_PickFresh_Alpha,1298,1,1,70,2119
Binding_Syntax_Theory,Binding_Syntax_Theory.QuasiTerms_Environments_Substitution,1298,1,1,74,830
Binding_Syntax_Theory,Binding_Syntax_Theory.Pick,1298,0,1,0,12
Binding_Syntax_Theory,Binding_Syntax_Theory.Equiv_Relation2,1298,1,1,6,195
Binding_Syntax_Theory,Binding_Syntax_Theory.Transition_QuasiTerms_Terms,1298,2,1,116,2801
Binding_Syntax_Theory,Binding_Syntax_Theory.Terms,1298,1,1,30,1274
Binding_Syntax_Theory,Binding_Syntax_Theory.Well_Sorted_Terms,1298,1,1,124,2908
Binding_Syntax_Theory,Binding_Syntax_Theory.Iteration,1298,2,1,310,4186
Binding_Syntax_Theory,Binding_Syntax_Theory.Semantic_Domains,1298,2,1,94,1029
Binding_Syntax_Theory,Binding_Syntax_Theory.Recursion,1298,1,1,178,2110
Binomial-Heaps,Binomial-Heaps.BinomialHeap,4382,18,6,175,1955
Binomial-Heaps,Binomial-Heaps.SkewBinomialHeap,4382,26,13,314,4013
Binomial-Heaps,Binomial-Heaps.Test,4382,6,2,67,89
Binomial-Queues,Binomial-Queues.PQ,4382,7,2,38,256
Binomial-Queues,Binomial-Queues.Binomial_Queue,4382,6,6,70,804
Binomial-Queues,Binomial-Queues.PQ_Implementation,4382,5,5,41,1154
BirdKMP,BirdKMP.HOLCF_ROOT,785,1,1,2,275
BirdKMP,BirdKMP.Theory_Of_Lists,785,0,1,0,1243
BirdKMP,BirdKMP.KMP,785,1,1,2,1994
Blue_Eyes,Blue_Eyes.Blue_Eyes,633,5,1,82,424
Bondy,Bondy.Bondy,3652,3,2,22,81
Boolean_Expression_Checkers,Boolean_Expression_Checkers.Boolean_Expression_Checkers,3063,7,2,23,795
Boolean_Expression_Checkers,Boolean_Expression_Checkers.Boolean_Expression_Checkers_AList_Mapping,2591,6,1,18,46
Boolean_Expression_Checkers,Boolean_Expression_Checkers.Boolean_Expression_Example,3063,4,2,8,145
Boolos_Curious_Inference,Boolos_Curious_Inference.Boo1,115,0,1,0,79
Boolos_Curious_Inference,Boolos_Curious_Inference.Boo2,115,0,1,0,76
Bounded_Deducibility_Security,Bounded_Deducibility_Security.Trivia,3108,4,2,10,230
Bounded_Deducibility_Security,Bounded_Deducibility_Security.Filtermap,441,1,1,4,202
Bounded_Deducibility_Security,Bounded_Deducibility_Security.Transition_System,441,0,1,0,253
Bounded_Deducibility_Security,Bounded_Deducibility_Security.IO_Automaton,3108,4,2,18,673
Bounded_Deducibility_Security,Bounded_Deducibility_Security.Abstract_BD_Security,441,0,1,0,49
Bounded_Deducibility_Security,Bounded_Deducibility_Security.BD_Security_TS,441,0,1,0,226
Bounded_Deducibility_Security,Bounded_Deducibility_Security.BD_Security_IO,441,0,1,0,75
Bounded_Deducibility_Security,Bounded_Deducibility_Security.BD_Security_Triggers,441,0,1,0,181
Bounded_Deducibility_Security,Bounded_Deducibility_Security.BD_Security_Unwinding,441,0,1,0,415
Bounded_Deducibility_Security,Bounded_Deducibility_Security.Compositional_Reasoning,3108,4,2,27,379
Bounded_Deducibility_Security,Bounded_Deducibility_Security.Bounded_Deducibility_Security,3108,1,2,2,19
Buchi_Complementation,Buchi_Complementation.Alternate,1826,2,0,46,0
Buchi_Complementation,Buchi_Complementation.Graph,1826,7,0,245,0
Buchi_Complementation,Buchi_Complementation.Ranking,1826,16,2,579,21
Buchi_Complementation,Buchi_Complementation.Complementation,1826,15,2,900,9
Buchi_Complementation,Buchi_Complementation.Complementation_Implement,1826,15,3,1295,520
Buchi_Complementation,Buchi_Complementation.Formula,974,0,1,0,23
Buchi_Complementation,Buchi_Complementation.Complementation_Final,1710,16,10,253,313
Buchi_Complementation,Buchi_Complementation.Complementation_Build,1307,8,7,133,176
Budan_Fourier,Budan_Fourier.BF_Misc,1514,4,1,928,456
Budan_Fourier,Budan_Fourier.Budan_Fourier,1514,3,1,231,909
Budan_Fourier,Budan_Fourier.Sturm_Multiple_Roots,1514,1,1,16,363
Budan_Fourier,Budan_Fourier.Descartes_Roots_Test,1483,1,1,2,132
Buffons_Needle,Buffons_Needle.Buffons_Needle,1969,6,4,71,929
Buildings,Buildings.Prelim,2309,8,3,312,2055
Buildings,Buildings.Algebra,2309,11,3,693,3193
Buildings,Buildings.Simplicial,2309,3,3,60,819
Buildings,Buildings.Chamber,2309,6,4,378,4763
Buildings,Buildings.Coxeter,2309,8,3,883,2964
Buildings,Buildings.Building,2309,3,2,135,1637
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.AssocLists,5057,5,2,61,197
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.Language,5057,8,2,186,536
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.Logic,5057,2,2,138,349
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.MultiStep,5057,3,1,34,179
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.Reachability,5057,3,1,20,99
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.Sound,5057,6,2,222,1092
BytecodeLogicJmlTypes,BytecodeLogicJmlTypes.Cachera,5057,8,2,316,1421
C2KA_DistributedSystems,C2KA_DistributedSystems.Stimuli,1178,0,1,0,75
C2KA_DistributedSystems,C2KA_DistributedSystems.CKA,1178,0,1,0,141
C2KA_DistributedSystems,C2KA_DistributedSystems.C2KA,1178,0,1,0,131
C2KA_DistributedSystems,C2KA_DistributedSystems.Topology_C2KA,1178,0,1,0,245
C2KA_DistributedSystems,C2KA_DistributedSystems.Communication_C2KA,1178,0,1,0,330
CAVA_Automata,CAVA_Automata.Digraph_Basic,2714,9,0,735,0
CAVA_Automata,CAVA_Automata.Digraph,3073,8,1,709,688
CAVA_Automata,CAVA_Automata.Automata,3073,16,2,524,1443
CAVA_Automata,CAVA_Automata.Lasso,3073,12,1,92,546
CAVA_Automata,CAVA_Automata.Simulation,2714,5,0,404,0
CAVA_Automata,CAVA_Automata.Step_Conv,2714,1,0,114,0
CAVA_Automata,CAVA_Automata.Stuttering_Extension,2714,2,0,140,0
CAVA_Automata,CAVA_Automata.Digraph_Impl,3073,9,1,310,532
CAVA_Automata,CAVA_Automata.Automata_Impl,3073,9,1,271,1015
CAVA_Automata,CAVA_Automata.All_Of_CAVA_Automata,3073,2,1,4,6
CAVA_Base,CAVA_Base.Statistics,3073,2,1,12,93
CAVA_Base,CAVA_Base.Code_String,3073,7,2,142,87
CAVA_Base,CAVA_Base.CAVA_Code_Target,3073,2,2,6,8
CAVA_Base,CAVA_Base.CAVA_Base,3073,8,1,42,24
CAVA_Base,CAVA_Base.Lexord_List,2714,4,0,163,0
CAVA_Base,CAVA_Base.All_Of_CAVA_Base,3073,0,1,0,6
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.NDFS_SI_Statistics,3073,4,0,94,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.NDFS_SI,3073,17,2,1889,1645
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.CAVA_Abstract,3073,10,0,335,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs,3073,12,0,568,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_Extras,3073,4,0,95,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_LTL_Conv,3073,10,0,135,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_Philosophers,3073,3,0,60,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_ReaderWriter,3073,2,0,117,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_Simple,3073,3,0,29,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_LeaderFilters,3073,3,0,105,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.BoolProgs_Programs,3073,5,0,73,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.CAVA_Impl,3073,20,2,1396,750
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.Mulog,1346,0,1,0,343
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.All_Of_Nested_DFS,3073,1,0,8,0
CAVA_LTL_Modelchecker,CAVA_LTL_Modelchecker.All_Of_CAVA_LTL_Modelchecker,3073,2,0,13,0
CCS,CCS.Agent,3787,2,1,6,292
CCS,CCS.Tau_Chain,3787,1,1,2,151
CCS,CCS.Weak_Cong_Semantics,3787,1,1,2,165
CCS,CCS.Weak_Semantics,3787,1,1,2,149
CCS,CCS.Strong_Sim,3787,0,1,0,66
CCS,CCS.Weak_Sim,3787,4,1,64,178
CCS,CCS.Weak_Cong_Sim,3787,3,1,20,172
CCS,CCS.Strong_Sim_SC,3787,1,1,24,239
CCS,CCS.Strong_Bisim,3787,2,1,12,189
CCS,CCS.Strong_Sim_Pres,3787,3,1,72,179
CCS,CCS.Strong_Bisim_Pres,3787,1,1,8,100
CCS,CCS.Struct_Cong,3787,0,1,0,43
CCS,CCS.Strong_Bisim_SC,3787,1,1,6,186
CCS,CCS.Weak_Bisim,3787,1,1,22,256
CCS,CCS.Weak_Cong,3787,1,1,12,156
CCS,CCS.Weak_Sim_Pres,3787,3,1,90,228
CCS,CCS.Weak_Bisim_Pres,3787,1,1,18,108
CCS,CCS.Weak_Cong_Sim_Pres,3787,3,1,72,170
CCS,CCS.Weak_Cong_Pres,3787,1,1,18,108
CISC-Kernel,CISC-Kernel.Option_Binders,3023,3,4,14,50
CISC-Kernel,CISC-Kernel.List_Theorems,3023,3,5,7,144
CISC-Kernel,CISC-Kernel.K,3023,2,4,36,209
CISC-Kernel,CISC-Kernel.SK,3023,4,3,182,1391
CISC-Kernel,CISC-Kernel.ISK,3023,4,3,94,725
CISC-Kernel,CISC-Kernel.CISK,3023,5,3,100,491
CISC-Kernel,CISC-Kernel.Step_configuration,3023,4,2,42,103
CISC-Kernel,CISC-Kernel.Step_policies,3023,1,2,18,105
CISC-Kernel,CISC-Kernel.Step,3023,4,3,106,208
CISC-Kernel,CISC-Kernel.Step_invariants,3023,4,2,39,188
CISC-Kernel,CISC-Kernel.Step_vpeq,3023,1,3,14,84
CISC-Kernel,CISC-Kernel.Step_vpeq_locally_respects,3023,2,3,14,163
CISC-Kernel,CISC-Kernel.Step_vpeq_weakly_step_consistent,3023,2,3,26,284
CISC-Kernel,CISC-Kernel.Separation_kernel_model,3023,9,2,141,815
CISC-Kernel,CISC-Kernel.Link_separation_kernel_model_to_CISK,3023,3,3,90,161
CRDT,CRDT.Util,1938,2,1,4,191
CRDT,CRDT.Convergence,1938,1,1,4,385
CRDT,CRDT.Network,1938,1,1,16,586
CRDT,CRDT.Ordered_List,1938,0,1,0,295
CRDT,CRDT.RGA,1938,3,2,6,534
CRDT,CRDT.Counter,1938,1,1,2,57
CRDT,CRDT.ORSet,1938,1,1,2,250
CRYSTALS-Kyber,CRYSTALS-Kyber.Kyber_spec,49,0,2,0,425
CRYSTALS-Kyber,CRYSTALS-Kyber.Mod_Plus_Minus,49,0,1,0,122
CRYSTALS-Kyber,CRYSTALS-Kyber.Abs_Qr,49,1,1,2,577
CRYSTALS-Kyber,CRYSTALS-Kyber.Compress,49,0,1,0,1130
CRYSTALS-Kyber,CRYSTALS-Kyber.Crypto_Scheme,49,0,1,0,298
CRYSTALS-Kyber,CRYSTALS-Kyber.Kyber_Values,49,0,1,0,153
CRYSTALS-Kyber,CRYSTALS-Kyber.Mod_Ring_Numeral,49,0,1,0,67
CRYSTALS-Kyber,CRYSTALS-Kyber.NTT_Scheme,49,0,1,0,1050
CRYSTALS-Kyber,CRYSTALS-Kyber.Crypto_Scheme_NTT,49,0,1,0,95
CRYSTALS-Kyber,CRYSTALS-Kyber.Powers3844,49,0,1,0,43
CRYSTALS-Kyber,CRYSTALS-Kyber.Kyber_NTT_Values,49,0,1,0,83
CSP_RefTK,CSP_RefTK.Introduction,653,0,1,0,123
CSP_RefTK,CSP_RefTK.Assertions_ext,653,0,1,0,818
